Kennziffer;Raumeinheit;Aggregat;Zentralörtlicher Status;Zentralörtlicher Status (zusammengefasst);Zentralörtlicher Status (differenziert);Stadt-/Gemeindetyp;Raumtyp nach Lage;Bevölkerung;Fläche;Einwohnerdichte;Anteil Siedlungs- und Verkehrsfläche;Siedlungsdichte
"12062492";"Tröbitz";"Gemeinde";"0";"0";"0";"50";"4";"697";"10,00";"65,0";"12,0";"520,0"
"12062500";"Uebigau-Wahrenbrück, Stadt";"Gemeinde";"0";"0";"0";"40";"4";"5.321";"135,00";"39,0";"7,0";"494,0"
"12063036";"Brieselang";"Gemeinde";"0";"0";"0";"30";"2";"11.714";"44,00";"264,0";"22,0";"1.150,0"
"12063056";"Dallgow-Döberitz";"Gemeinde";"0";"0";"0";"40";"1";"9.956";"66,00";"149,0";"11,0";"1.247,0"
"12063080";"Falkensee, Stadt";"Gemeinde";"1";"2";"30";"20";"2";"43.552";"43,00";"1.006,0";"47,0";"2.120,0"
"12063088";"Friesack, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"2.550";"84,00";"30,0";"6,0";"484,0"
"12063094";"Gollenberg";"Gemeinde";"0";"0";"0";"50";"4";"407";"30,00";"13,0";"6,0";"192,0"
"12063112";"Großderschau";"Gemeinde";"0";"0";"0";"50";"4";"447";"20,00";"22,0";"5,0";"375,0"
"12063134";"Havelaue";"Gemeinde";"0";"0";"0";"50";"4";"867";"74,00";"11,0";"4,0";"280,0"
"12063142";"Wiesenaue";"Gemeinde";"0";"0";"0";"50";"4";"778";"46,00";"16,0";"5,0";"277,0"
"12063148";"Ketzin/Havel, Stadt";"Gemeinde";"0";"0";"0";"40";"3";"6.503";"93,00";"69,0";"12,0";"564,0"
"12063161";"Kleßen-Görne";"Gemeinde";"0";"0";"0";"50";"4";"362";"42,00";"8,0";"3,0";"239,0"
"12063165";"Kotzen";"Gemeinde";"0";"0";"0";"50";"4";"600";"42,00";"13,0";"5,0";"253,0"
"12063186";"Märkisch Luch";"Gemeinde";"0";"0";"0";"50";"4";"1.249";"71,00";"17,0";"6,0";"282,0"
"12063189";"Milower Land";"Gemeinde";"0";"0";"0";"50";"4";"4.287";"161,00";"26,0";"6,0";"394,0"
"12063202";"Mühlenberge";"Gemeinde";"0";"0";"0";"50";"4";"711";"39,00";"17,0";"5,0";"340,0"
"12063208";"Nauen, Stadt";"Gemeinde";"1";"2";"30";"30";"2";"17.686";"268,00";"65,0";"9,0";"677,0"
"12063212";"Nennhausen";"Gemeinde";"0";"0";"0";"50";"4";"1.844";"89,00";"20,0";"5,0";"347,0"
"12063228";"Paulinenaue";"Gemeinde";"0";"0";"0";"50";"4";"1.298";"31,00";"41,0";"8,0";"489,0"
"12063240";"Pessin";"Gemeinde";"0";"0";"0";"50";"4";"658";"20,00";"32,0";"5,0";"567,0"
"12063244";"Premnitz, Stadt";"Gemeinde";"0";"0";"0";"40";"4";"8.375";"46,00";"181,0";"18,0";"995,0"
"12063252";"Rathenow, Stadt";"Gemeinde";"1";"2";"30";"20";"4";"24.309";"113,00";"214,0";"15,0";"1.392,0"
"12063256";"Retzow";"Gemeinde";"0";"0";"0";"50";"4";"509";"14,00";"34,0";"5,0";"605,0"
"12063260";"Rhinow, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"1.605";"31,00";"50,0";"8,0";"622,0"
"12063273";"Schönwalde-Glien";"Gemeinde";"0";"0";"0";"40";"2";"9.498";"97,00";"97,0";"11,0";"827,0"
"12063274";"Seeblick";"Gemeinde";"0";"0";"0";"50";"4";"896";"48,00";"18,0";"5,0";"347,0"
"12063293";"Stechow-Ferchesar";"Gemeinde";"0";"0";"0";"50";"4";"905";"51,00";"17,0";"6,0";"264,0"
"12063357";"Wustermark";"Gemeinde";"0";"0";"0";"40";"2";"9.144";"52,00";"172,0";"25,0";"684,0"
"12064009";"Alt Tucheband";"Gemeinde";"0";"0";"0";"50";"4";"777";"30,00";"25,0";"8,0";"317,0"
"12064029";"Altlandsberg, Stadt";"Gemeinde";"0";"0";"0";"40";"2";"9.371";"106,00";"87,0";"11,0";"757,0"
"12064044";"Bad Freienwalde (Oder), Stadt";"Gemeinde";"1";"2";"30";"30";"4";"12.327";"131,00";"94,0";"13,0";"698,0"
"12064053";"Beiersdorf-Freudenberg";"Gemeinde";"0";"0";"0";"50";"4";"606";"25,00";"23,0";"5,0";"445,0"
"12064057";"Bleyen-Genschmar";"Gemeinde";"0";"0";"0";"50";"4";"455";"29,00";"15,0";"5,0";"295,0"
"12064061";"Bliesdorf";"Gemeinde";"0";"0";"0";"50";"4";"1.123";"34,00";"32,0";"8,0";"383,0"
"12064084";"Buckow (Märkische Schweiz), Stadt";"Gemeinde";"0";"0";"0";"50";"4";"1.479";"14,00";"102,0";"14,0";"684,0"
"12064125";"Falkenberg";"Gemeinde";"0";"0";"0";"50";"4";"2.206";"59,00";"37,0";"7,0";"522,0"
"12064128";"Falkenhagen (Mark)";"Gemeinde";"0";"0";"0";"50";"4";"698";"27,00";"25,0";"9,0";"283,0"
"12064130";"Fichtenhöhe";"Gemeinde";"0";"0";"0";"50";"4";"510";"22,00";"22,0";"5,0";"414,0"
"12064136";"Fredersdorf-Vogelsdorf";"Gemeinde";"0";"0";"0";"30";"2";"13.761";"16,00";"838,0";"59,0";"1.417,0"
"12064153";"Garzau-Garzin";"Gemeinde";"0";"0";"0";"50";"4";"470";"26,00";"18,0";"7,0";"254,0"
"12064172";"Golzow";"Gemeinde";"0";"0";"0";"50";"4";"815";"17,00";"46,0";"9,0";"479,0"
"12064190";"Gusow-Platkow";"Gemeinde";"0";"0";"0";"50";"4";"1.294";"38,00";"34,0";"9,0";"348,0"
"12064205";"Heckelberg-Brunow";"Gemeinde";"0";"0";"0";"50";"4";"659";"35,00";"18,0";"5,0";"366,0"
"12064222";"Höhenland";"Gemeinde";"0";"0";"0";"50";"4";"1.014";"53,00";"18,0";"5,0";"362,0"
"12064227";"Hoppegarten";"Gemeinde";"0";"0";"0";"30";"1";"17.966";"31,00";"561,0";"41,0";"1.351,0"
"12064266";"Küstriner Vorland";"Gemeinde";"0";"0";"0";"50";"4";"2.572";"46,00";"55,0";"11,0";"482,0"
"12064268";"Lebus, Stadt";"Gemeinde";"0";"0";"0";"50";"3";"3.154";"54,00";"58,0";"9,0";"596,0"
"12064274";"Letschin";"Gemeinde";"0";"0";"0";"50";"4";"3.967";"142,00";"27,0";"7,0";"374,0"
"12064288";"Lietzen";"Gemeinde";"0";"0";"0";"50";"4";"733";"29,00";"25,0";"5,0";"466,0"
"12064290";"Lindendorf";"Gemeinde";"0";"0";"0";"50";"4";"1.348";"40,00";"33,0";"6,0";"484,0"
"12064303";"Märkische Höhe";"Gemeinde";"0";"0";"0";"50";"4";"565";"34,00";"16,0";"5,0";"326,0"
"12064317";"Müncheberg, Stadt";"Gemeinde";"0";"0";"0";"40";"3";"6.827";"152,00";"44,0";"9,0";"450,0"
"12064336";"Neuenhagen bei Berlin";"Gemeinde";"1";"2";"30";"30";"2";"17.986";"19,00";"917,0";"59,0";"1.551,0"
"12064340";"Neuhardenberg";"Gemeinde";"0";"0";"0";"50";"4";"2.651";"78,00";"33,0";"11,0";"299,0"
"12064349";"Neulewin";"Gemeinde";"0";"0";"0";"50";"4";"904";"41,00";"22,0";"6,0";"345,0"
"12064365";"Neutrebbin";"Gemeinde";"0";"0";"0";"50";"4";"1.387";"36,00";"37,0";"8,0";"425,0"
"12064370";"Oberbarnim";"Gemeinde";"0";"0";"0";"50";"4";"1.526";"52,00";"28,0";"6,0";"422,0"
"12064371";"Oderaue";"Gemeinde";"0";"0";"0";"50";"4";"1.591";"65,00";"24,0";"7,0";"344,0"
"12064380";"Petershagen/Eggersdorf";"Gemeinde";"0";"0";"0";"30";"2";"15.049";"17,00";"853,0";"54,0";"1.553,0"
"12064388";"Podelzig";"Gemeinde";"0";"0";"0";"50";"3";"841";"25,00";"33,0";"7,0";"422,0"
"12064393";"Prötzel";"Gemeinde";"0";"0";"0";"50";"4";"1.002";"86,00";"11,0";"4,0";"242,0"
"12064408";"Rehfelde";"Gemeinde";"0";"0";"0";"50";"4";"4.977";"46,00";"107,0";"14,0";"754,0"
"12064417";"Reichenow-Möglin";"Gemeinde";"0";"0";"0";"50";"4";"536";"22,00";"23,0";"6,0";"343,0"
"12064420";"Reitwein";"Gemeinde";"0";"0";"0";"50";"3";"477";"24,00";"19,0";"5,0";"364,0"
"12064428";"Rüdersdorf bei Berlin";"Gemeinde";"0";"0";"0";"30";"2";"15.569";"70,00";"221,0";"31,0";"704,0"
"12064448";"Seelow, Stadt";"Gemeinde";"1";"2";"30";"40";"4";"5.415";"42,00";"126,0";"15,0";"825,0"
"12064472";"Strausberg, Stadt";"Gemeinde";"1";"2";"30";"20";"3";"26.522";"67,00";"390,0";"24,0";"1.585,0"
"12064480";"Treplin";"Gemeinde";"0";"0";"0";"50";"3";"360";"11,00";"31,0";"7,0";"423,0"
"12064482";"Vierlinden";"Gemeinde";"0";"0";"0";"50";"4";"1.443";"69,00";"20,0";"7,0";"280,0"
"12064484";"Waldsieversdorf";"Gemeinde";"0";"0";"0";"50";"4";"809";"15,00";"51,0";"13,0";"385,0"
"12064512";"Wriezen, Stadt";"Gemeinde";"0";"0";"0";"40";"4";"7.259";"95,00";"76,0";"11,0";"655,0"
"12064538";"Zechin";"Gemeinde";"0";"0";"0";"50";"4";"667";"27,00";"23,0";"6,0";"360,0"
"12064539";"Zeschdorf";"Gemeinde";"0";"0";"0";"50";"3";"1.253";"40,00";"30,0";"6,0";"495,0"
"12065036";"Birkenwerder";"Gemeinde";"0";"0";"0";"40";"1";"8.096";"18,00";"446,0";"28,0";"1.553,0"
"12065084";"Fürstenberg/Havel, Stadt";"Gemeinde";"0";"0";"0";"40";"4";"5.846";"213,00";"27,0";"5,0";"512,0"
"12065096";"Glienicke/Nordbahn";"Gemeinde";"0";"0";"0";"30";"1";"12.227";"4,00";"2.652,0";"80,0";"3.304,0"
"12065100";"Gransee, Stadt";"Gemeinde";"1";"2";"31";"40";"4";"5.896";"121,00";"48,0";"7,0";"638,0"
"12065117";"Großwoltersdorf";"Gemeinde";"0";"0";"0";"40";"4";"762";"52,00";"14,0";"4,0";"302,0"
"12065136";"Hennigsdorf, Stadt";"Gemeinde";"1";"2";"30";"20";"1";"26.369";"31,00";"837,0";"33,0";"2.518,0"
"12065144";"Hohen Neuendorf, Stadt";"Gemeinde";"0";"0";"0";"20";"1";"26.001";"48,00";"535,0";"31,0";"1.720,0"
"12065165";"Kremmen, Stadt";"Gemeinde";"0";"0";"0";"40";"2";"7.498";"209,00";"35,0";"6,0";"527,0"
"12065180";"Leegebruch";"Gemeinde";"0";"0";"0";"40";"2";"6.785";"6,00";"1.051,0";"39,0";"2.660,0"
"12065193";"Liebenwalde, Stadt";"Gemeinde";"0";"0";"0";"50";"3";"4.284";"142,00";"30,0";"6,0";"464,0"
"12065198";"Löwenberger Land";"Gemeinde";"0";"0";"0";"40";"3";"8.157";"245,00";"33,0";"6,0";"483,0"
"12065225";"Mühlenbecker Land";"Gemeinde";"0";"0";"0";"30";"1";"14.996";"52,00";"284,0";"21,0";"1.299,0"
"12065251";"Oberkrämer";"Gemeinde";"0";"0";"0";"30";"2";"11.210";"103,00";"108,0";"11,0";"915,0"
"12065256";"Oranienburg, Stadt";"Gemeinde";"1";"2";"30";"20";"2";"43.982";"163,00";"268,0";"22,0";"1.190,0"
"12065276";"Schönermark";"Gemeinde";"0";"0";"0";"40";"4";"451";"11,00";"37,0";"6,0";"617,0"
"12065301";"Sonnenberg";"Gemeinde";"0";"0";"0";"40";"4";"825";"50,00";"16,0";"4,0";"349,0"
"12065310";"Stechlin";"Gemeinde";"0";"0";"0";"40";"4";"1.214";"84,00";"14,0";"5,0";"280,0"
"12065332";"Velten, Stadt";"Gemeinde";"0";"0";"0";"30";"2";"11.838";"23,00";"506,0";"39,0";"1.278,0"
"12065356";"Zehdenick, Stadt";"Gemeinde";"1";"2";"31";"30";"3";"13.456";"223,00";"60,0";"7,0";"762,0"
"12066008";"Altdöbern";"Gemeinde";"0";"0";"0";"50";"4";"2.443";"61,00";"39,0";"47,0";"83,0"
"12066041";"Bronkow";"Gemeinde";"0";"0";"0";"50";"4";"580";"38,00";"15,0";"7,0";"214,0"
"12066052";"Calau, Stadt";"Gemeinde";"0";"0";"0";"40";"3";"7.789";"163,00";"47,0";"16,0";"292,0"
"12066064";"Frauendorf";"Gemeinde";"0";"0";"0";"50";"3";"690";"20,00";"33,0";"4,0";"711,0"
"12066104";"Großkmehlen";"Gemeinde";"0";"0";"0";"50";"3";"1.086";"13,00";"78,0";"10,0";"724,0"
"12066112";"Großräschen, Stadt";"Gemeinde";"1";"2";"31";"40";"3";"8.602";"81,00";"105,0";"26,0";"395,0"
"12066116";"Grünewald";"Gemeinde";"0";"0";"0";"50";"3";"532";"13,00";"39,0";"4,0";"794,0"
"12066120";"Guteborn";"Gemeinde";"0";"0";"0";"50";"3";"528";"16,00";"31,0";"15,0";"202,0"
"12066124";"Hermsdorf";"Gemeinde";"0";"0";"0";"50";"3";"796";"33,00";"24,0";"4,0";"520,0"
"12066132";"Hohenbocka";"Gemeinde";"0";"0";"0";"50";"3";"970";"15,00";"62,0";"33,0";"188,0"
"12066168";"Kroppen";"Gemeinde";"0";"0";"0";"50";"3";"674";"15,00";"44,0";"7,0";"571,0"
"12066176";"Lauchhammer, Stadt";"Gemeinde";"1";"2";"31";"30";"3";"14.569";"88,00";"163,0";"56,0";"289,0"
"12066188";"Lindenau";"Gemeinde";"0";"0";"0";"50";"3";"739";"11,00";"66,0";"10,0";"626,0"
"12066196";"Lübbenau/Spreewald, Stadt";"Gemeinde";"1";"2";"30";"30";"3";"16.090";"139,00";"115,0";"27,0";"425,0"
"12066202";"Luckaitztal";"Gemeinde";"0";"0";"0";"50";"4";"806";"41,00";"19,0";"9,0";"204,0"
"12066226";"Neu-Seeland";"Gemeinde";"0";"0";"0";"50";"4";"592";"38,00";"15,0";"21,0";"72,0"
"12066228";"Neupetershain";"Gemeinde";"0";"0";"0";"50";"4";"1.196";"18,00";"63,0";"10,0";"589,0"
"12066240";"Ortrand, Stadt";"Gemeinde";"0";"0";"0";"50";"3";"2.138";"7,00";"290,0";"22,0";"1.272,0"
"12066272";"Ruhland, Stadt";"Gemeinde";"0";"0";"0";"50";"3";"3.655";"37,00";"98,0";"11,0";"891,0"
"12066285";"Schipkau";"Gemeinde";"0";"0";"0";"40";"3";"6.800";"68,00";"98,0";"48,0";"203,0"
"12066292";"Schwarzbach";"Gemeinde";"0";"0";"0";"50";"3";"653";"15,00";"41,0";"7,0";"553,0"
"12066296";"Schwarzheide, Stadt";"Gemeinde";"1";"2";"31";"40";"3";"5.679";"33,00";"169,0";"33,0";"500,0"
"12066304";"Senftenberg, Stadt";"Gemeinde";"1";"2";"31";"20";"3";"24.558";"127,00";"192,0";"60,0";"318,0"
"12066316";"Tettau";"Gemeinde";"0";"0";"0";"50";"3";"775";"8,00";"87,0";"8,0";"1.019,0"
"12066320";"Vetschau/Spreewald, Stadt";"Gemeinde";"0";"0";"0";"40";"3";"8.182";"111,00";"73,0";"11,0";"657,0"
"12067024";"Bad Saarow";"Gemeinde";"0";"0";"0";"40";"3";"5.608";"50,00";"111,0";"17,0";"646,0"
"12067036";"Beeskow, Stadt";"Gemeinde";"1";"2";"30";"40";"4";"8.080";"77,00";"103,0";"13,0";"781,0"
"12067040";"Berkenbrück";"Gemeinde";"0";"0";"0";"50";"3";"1.005";"17,00";"56,0";"8,0";"632,0"
"12067072";"Briesen (Mark)";"Gemeinde";"0";"0";"0";"50";"3";"2.796";"111,00";"25,0";"6,0";"417,0"
"12067076";"Brieskow-Finkenheerd";"Gemeinde";"0";"0";"0";"50";"3";"2.266";"13,00";"166,0";"21,0";"762,0"
"12067112";"Diensdorf-Radlow";"Gemeinde";"0";"0";"0";"40";"3";"590";"9,00";"63,0";"8,0";"746,0"
"12067120";"Eisenhüttenstadt, Stadt";"Gemeinde";"1";"2";"30";"20";"4";"25.057";"63,00";"394,0";"40,0";"975,0"
"12067124";"Erkner, Stadt";"Gemeinde";"1";"2";"30";"30";"2";"11.818";"16,00";"714,0";"31,0";"2.238,0"
"12067137";"Friedland, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"2.959";"174,00";"16,0";"5,0";"328,0"
"12067144";"Fürstenwalde/Spree, Stadt";"Gemeinde";"1";"2";"30";"20";"3";"32.098";"70,00";"454,0";"29,0";"1.551,0"
"12067173";"Gosen-Neu Zittau";"Gemeinde";"0";"0";"0";"50";"2";"3.167";"15,00";"207,0";"19,0";"1.084,0"
"12067180";"Groß Lindow";"Gemeinde";"0";"0";"0";"50";"3";"1.712";"15,00";"111,0";"14,0";"788,0"
"12067201";"Grünheide (Mark)";"Gemeinde";"0";"0";"0";"40";"2";"8.554";"126,00";"67,0";"9,0";"684,0"
"12067205";"Grunow-Dammendorf";"Gemeinde";"0";"0";"0";"50";"4";"499";"45,00";"11,0";"4,0";"262,0"
"12067237";"Jacobsdorf";"Gemeinde";"0";"0";"0";"50";"3";"1.896";"50,00";"37,0";"8,0";"454,0"
"12067288";"Langewahl";"Gemeinde";"0";"0";"0";"40";"3";"832";"13,00";"61,0";"8,0";"763,0"
"12067292";"Lawitz";"Gemeinde";"0";"0";"0";"50";"4";"587";"6,00";"96,0";"13,0";"707,0"
"12067324";"Mixdorf";"Gemeinde";"0";"0";"0";"50";"4";"907";"13,00";"68,0";"7,0";"863,0"
"12067336";"Müllrose, Stadt";"Gemeinde";"0";"0";"0";"50";"4";"4.587";"69,00";"66,0";"8,0";"827,0"
"12067338";"Neißemünde";"Gemeinde";"0";"0";"0";"50";"4";"1.645";"42,00";"38,0";"7,0";"500,0"
"12067357";"Neuzelle";"Gemeinde";"0";"0";"0";"50";"4";"4.276";"135,00";"31,0";"6,0";"483,0"
"12067397";"Ragow-Merz";"Gemeinde";"0";"0";"0";"50";"4";"514";"43,00";"11,0";"3,0";"342,0"
"12067408";"Rauen";"Gemeinde";"0";"0";"0";"50";"2";"1.980";"21,00";"91,0";"9,0";"929,0"
"12067413";"Reichenwalde";"Gemeinde";"0";"0";"0";"40";"3";"1.118";"26,00";"42,0";"9,0";"460,0"
"12067426";"Rietz-Neuendorf";"Gemeinde";"0";"0";"0";"50";"4";"4.080";"184,00";"22,0";"5,0";"379,0"
"12067438";"Schlaubetal";"Gemeinde";"0";"0";"0";"50";"4";"1.848";"52,00";"35,0";"5,0";"586,0"
"12067440";"Schöneiche bei Berlin";"Gemeinde";"0";"0";"0";"30";"2";"12.494";"16,00";"746,0";"42,0";"1.744,0"
"12067458";"Siehdichum";"Gemeinde";"0";"0";"0";"50";"4";"1.553";"73,00";"21,0";"6,0";"307,0"
"12067469";"Spreenhagen";"Gemeinde";"0";"0";"0";"50";"2";"3.266";"137,00";"23,0";"6,0";"353,0"
"12067473";"Steinhöfel";"Gemeinde";"0";"0";"0";"50";"4";"4.412";"160,00";"27,0";"6,0";"431,0"
"12067481";"Storkow (Mark), Stadt";"Gemeinde";"0";"0";"0";"40";"3";"9.097";"180,00";"50,0";"7,0";"633,0"
"12067493";"Tauche";"Gemeinde";"0";"0";"0";"50";"4";"3.816";"121,00";"31,0";"7,0";"445,0"
"12067508";"Vogelsang";"Gemeinde";"0";"0";"0";"50";"3";"722";"5,00";"123,0";"16,0";"752,0"
"12067520";"Wendisch Rietz";"Gemeinde";"0";"0";"0";"40";"3";"1.572";"25,00";"62,0";"11,0";"538,0"
"12067528";"Wiesenau";"Gemeinde";"0";"0";"0";"50";"3";"1.232";"29,00";"41,0";"8,0";"481,0"
"12067544";"Woltersdorf";"Gemeinde";"0";"0";"0";"40";"2";"8.193";"9,00";"898,0";"53,0";"1.692,0"
"12067552";"Ziltendorf";"Gemeinde";"0";"0";"0";"50";"3";"1.511";"28,00";"52,0";"6,0";"786,0"
"12068052";"Breddin";"Gemeinde";"0";"0";"0";"50";"4";"888";"44,00";"19,0";"5,0";"358,0"
"12068072";"Dabergotz";"Gemeinde";"0";"0";"0";"50";"4";"622";"12,00";"49,0";"11,0";"438,0"
"12068109";"Dreetz";"Gemeinde";"0";"0";"0";"50";"4";"1.140";"64,00";"17,0";"5,0";"342,0"
"12068117";"Fehrbellin";"Gemeinde";"0";"0";"0";"40";"3";"8.886";"270,00";"32,0";"5,0";"551,0"
"12068181";"Heiligengrabe";"Gemeinde";"0";"0";"0";"50";"4";"4.385";"207,00";"21,0";"6,0";"336,0"
"12068188";"Herzberg (Mark)";"Gemeinde";"0";"0";"0";"50";"4";"653";"18,00";"34,0";"7,0";"473,0"
